COORDX;COORDY;TIPO_UNID;NOME;NUMERO;CNES;HORARIO_FU;MUNICIPIO;JURISDICAO;ORIG_FID;BAIRRO;COD_MUN;CEP;SITUACAO;ZONA;LOGRADOURO;DATA;TELEFONE;SIGLA;EMAIL;GESTAO;SIGLA_EXTE;TIPO_ESTAB;FONTE;Id
-41,846323173193;-20,689590481342;"""""";NASF 2 DORES DO RIO PRETO;01;7683766;;Dores do Rio Preto;Municipal;;CENTRO;320200;29580000;;;PRACA MANOEL FERNANDES ORNELAS;04/11/2019;2835591339;;"""""";M;;016;;694
-40,8339997660476;-21,0109987898425;"""""";ESF MARIA DA PENHA FREIRE MEZHER;01;7301332;;Itapemirim;Municipal;;JARDIM PAULISTA;320280;29330000;;;RUA BERNARDINO MONTEIRO;30/08/2019;28 999482247;;saude@itapemirim.es.gov.br;M;;001;;695
-40,8339997660476;-21,0109987898425;"""""";UNIDADE DE INFECTOLOGIA;S/N;7301359;;Itapemirim;Municipal;;VILA NOVA;320280;29330000;;;RUA AULLUS VASCONCELOS;29/01/2019;28 3529-6695;;cta.unidadeinfectologia@gmail.com;M;;022;;696
-40,822874305968;-21,0095648220121;"""""";UNIDADE MOVEL TERRESTRE DE ITAPEMIRIM;S/N;7301383;;Itapemirim;Municipal;;CENTRO;320280;29330000;;;AVENIDA CRISTIANO DIAS LOPES;04/11/2019;28 3529-6447;;saude@itapemirim.es.gov.br;M;;001;;697
-41,1896282773413;-21,0905166115416;"""""";UNIDADE SAUDE CLARINDO FERNANDES SOUZA;S/N;7540884;;Presidente Kennedy;Municipal;;ZONA RURAL;320430;29350000;;;GROMOGOL;05/12/2019;028 3535 1697;;saude.pk@hotmail.com;M;;016;;698
-41,0469997563213;-21,0989994802817;"""""";UNIDADE SAUDE DE SAO PAULO;S/N;7540892;;Presidente Kennedy;Municipal;;ZONA RURAL;320430;29350000;;;SAO PAULO;05/12/2019;28 3535 1697;;saude.pk@hotmail.com;M;;016;;699
-41,0469997563213;-21,0989994802817;"""""";UNIDADE DE SAUDE DE BOA ESPERANCA;S/N;9321314;;Presidente Kennedy;Municipal;;ZONA RURAL;320430;29350000;;;BOA ESPERANCA;05/12/2019;28 99916 3869;;"""""";M;;016;;700
-40,3889998978182;-18,9979986532416;"""""";US SAO JORGE DA BARRA SECA;S/N;2627698;;Vila Valério;Municipal;;SAO JORGE DA BARRA S;320517;29785000;;;DISTRITO DE SAO JORGE DA BARRA SECA;18/11/2019;(27)37281533;;"""""";M;;016;;701
-40,2774772339014;-20,1541810041081;"""""";ESF DE NOVA CARAPINA II;S/N;3942252;;Serra;Municipal;;NOVA CARAPINA II;320500;29170151;;;AVENIDA MONTES CLAROS;19/08/2019;(27) 3341-3801;;ubs.novacarapinaii.sesa@serra.es.gov.br;M;;016;;702
-41,2350109585955;-20,4735521295211;"""""";POLO DE ACADEMIA DE SAUDE SANTO ANTONIO;S/N;9892397;;Jerônimo Monteiro;Municipal;;SANTO ANTONIO;320310;29550000;;;RUA ZEQUINHA SAPATEIRO;26/08/2019;2835581355;;"""""";M;;013;;703
-40,0624985676733;-19,829102862547;"""""";UNIDADE DE PRONTO ATENDIMENTO BARRA DO RIACHO;S/N;7329725;;Aracruz;Municipal;;BARRA DO RIACHO;320060;29197562;;;RUA LUIZ CARIACICA DOS SANTOS;28/08/2019;(27) 3270-7412;;"""""";M;;008;;704
-41,1239706181887;-18,8626278119872;"""""";SECRETARIA MUNICIPAL DE SAUDE DE MANTENOPOLIS;80;7327382;;Mantenópolis;Municipal;;CENTRO;320330;29770000;;;RUA PIMENTA;21/07/2019;273758-1309;;saude@mantenopolis.es.gov.br;M;;002;;705
-41,1229999149562;-18,8630002051795;"""""";CLINICA MUNICIPAL DE FISIOTERAPIA;S/N;7327390;;Mantenópolis;Municipal;;CENTRO;320330;29770000;;;RUA MARTINHO JOSE DOS REIS;05/09/2019;273758 -2309;;saude@mantenopolis.es.gov.br;M;;015;;706
-40,3893215148666;-18,9986377642782;"""""";SECRETARIA MUNICIPAL DE SAUDE;564;7256175;;Vila Valério;Municipal;;CENTRO;320517;29785000;;;AVENIDA PADRE FRANCISCO;18/11/2019;273728-1048;;sms.vvalerio@saude.es.gov.br;M;;002;;707
-40,5339935004577;-19,0204619023497;"""""";LABORATORIO PUBLICO MUNICIPAL;41;7229933;;São Gabriel da Palha;Municipal;;CENTRO;320470;29780000;;;AV BORTOLO MALACARNE;22/11/2019;27 37271366;;"""""";M;;018;;708
-41,0575178724775;-19,9024550238939;"""""";UBS DA SEDE;S/N;7199961;;Laranja da Terra;Municipal;;CENTRO;320316;29615000;;;AV GERMANO STABENOW;06/09/2019;(27)37361323;;saude@laranjadaterra.gov.br;M;;001;;709
-40,2730003132191;-19,8200004660945;"""""";FARMACIA BASICA CENTRAL;S/N;9784101;;Aracruz;Municipal;;CENTRO;320060;29199524;;;RUA DA ALEGRIA;23/08/2019;"""""";;"""""";M;;009;;710
-40,3069065500948;-20,2908039672838;"""""";UNIDADE BASICA DE SAUDE DE ANDORINHAS;160;12092;;Vitória;Municipal;;ANDORINHAS;320530;29045055;;;RUA EMILIO FERREIRA DA SILVA;29/11/2019;27)33153007/2871;;usandorinhas@correio1.vitoria.es.gov.br;M;;001;;711
-40,2693986045877;-19,8318350478366;"""""";CENTRAL DE ABASTECIMENTO FARMACEUTICA;S/N;9754482;;Aracruz;Municipal;;BELA VISTA;320060;29192733;;;RUA CATARINA SAGRILLO CUZZUOL;22/08/2019;"""""";;"""""";M;;009;;712
-40,3155276075711;-20,3601427026621;"""""";UNIDADE DE SAUDE DA FAMILIA DE JARDIM COLORADO;S/N;7472722;;Vila Velha;Municipal;;JARDIM COLORADO;320520;29104695;;;RUA DA SAUDADE;06/11/2019;27 33884173;;"""""";M;;001;;713
-40,3323398418316;-20,2846133472571;"""""";PRONTO ATENDIMENTO SAO PEDRO;4590;11835;;Vitória;Municipal;;SAO PEDRO III;320530;29031847;;;RODOVIA SERAFIM DERENZE;27/04/2019;(27)31325100;;pasaopedro@correio1.vitoria.es.gov.br;M;;008;;714
-40,3439586790643;-20,2902162968684;"""""";UNIDADE BASICA DE SAUDE GRANDE VITORIA;112;11894;;Vitória;Municipal;;GRANDE VITORIA;320530;29024090;;;RUA DA VITORIA 1;29/11/2019;(27)33239312;;usgvitoria@correio1.vitoria.es.gov.br;M;;001;;715
-40,4199996030745;-20,2639948661859;"""""";FARMACIA CENTRAL MUNICIPAL;135;9113673;;Cariacica;Municipal;;ALTO LAGE;320130;29151035;;;ANTONIO LEANDRO DA SILVA;03/09/2019;27 33967004;;"""""";M;;009;;716
-40,3214760651562;-20,2925376548661;"""""";UNIDADE BASICA DE SAUDE SAO CRISTOVAO;S/N;7145721;;Vitória;Municipal;;TABUAZEIRO;320530;29043350;;;RUA ALCIDES LYRIO DO NASCIMENTO;06/12/2019;27 - 33458653/8422;;ussc@correio1.vitoria.es.gov.br;M;;001;;717
-40,8339997660476;-21,0109987898425;"""""";HOSPITAL MATERNO INFANTIL MENINO JESUS;S/N;7336578;;Itapemirim;Municipal;;CENTRO ITAOCA;320280;29330000;;;RUA DINOVALDE RODRIGUES PECANHA;21/10/2019;28 3529-1731;;saude@itapemirim.es.gov.br;M;;018;;718
-40,0727173293294;-18,9128198072772;"""""";UNIDADE DE SAUDE DA FAMILIA CALIXTO DAGOSTINI SEAC;S/N;7263333;;Jaguaré;Municipal;;SEAC;320305;29950000;;;RUA RIO BANANAL;16/08/2019;2737691944;;saude@jaguare.es.gov.br;M;;001;;719
-40,0724064551325;-18,9130565519881;"""""";UNIDADE DE SAUDE DA FAMILIA CALIXTO DAGOSTINI IRMA TEREZA;S/N;7270429;;Jaguaré;Municipal;;SEAC;320305;29950000;;;RUA RIO BANANAL;16/08/2019;2737691944;;saude@jaguare.es.gov.br;M;;001;;720
-41,1145909345694;-20,8436020374653;"""""";UNIDADE MOVEL TERRESTRE LUIZ CARLOS SANTANNA;S/N;7295278;;Cachoeiro de Itapemirim;Municipal;;FERROVIARIOS;320120;29308050;;;RUA FERNANDO DE ABREU;19/09/2019;"""""";;"""""";M;;016;;721
-40,2657205819583;-19,6799790751724;"""""";UNIDADE BASICA DE SAUDE DE GUARANA;S/N;2770067;;Aracruz;Municipal;;GUARANA;320060;29195409;;;RUA GABRIEL PANDOLFI;22/10/2019;(27) 3270-7971;;"""""";M;;001;;722
-40,0964503795087;-19,1906114295339;"""""";FARMACIA BASICA DE SOORETAMA;215;7368461;;Sooretama;Municipal;;CENTRO;320501;29927000;;;RUA VITORIO BOBBIO;04/11/2019;"""""";;cnes.sooretama@gmail.com;M;;016;;723
-40,9342267250073;-20,8620011531288;"""""";AMBULATORIO MUNICIPAL;01;9851259;;Rio Novo do Sul;Municipal;;CENTRO;320440;29290000;;;RUA CORONEL JOAQUIM ALVES;28/10/2019;(28)3533-0330;;"""""";M;;016;;724
-41,1849999207017;-20,6040020089372;"""""";ESTRATEGIA DE SAUDE DA FAMILIA CENTRO;37;9912290;;Castelo;Municipal;;CENTRO;320140;29360000;;;AVENIDA NOSSA SENHORA DA PENHA;31/10/2019;(28) 3542-8538;;"""""";M;;001;;725
-40,46705611648;-20,4690326228307;"""""";CENTRO DE DETENCAO PROVISORIA DE VILA VELHA CDPVV;S/N;7354576;;Vila Velha;Estadual;;XURI;320520;29100100;;;BR 101 SUL KM 313;25/10/2019;2798486919;;segurancadopaciente@sejus.es.gov.br;E;;001;;726
-40,4670560306333;-20,4690235896021;"""""";PENITENCIARIA ESTADUAL DE VILA VELHA I PEVV I;S/N;7354592;;Vila Velha;Estadual;;XURI;320520;29100100;;;BR 101 SUL KM 313;30/10/2019;2798788842;;segurancadopaciente@sejus.es.gov.br;E;;001;;727
-40,4694464448792;-20,4737191160664;"""""";PENITENCIARIA ESTADUAL DE VILA VELHA II PEVV II;S/N;7354630;;Vila Velha;Estadual;;XURI;320520;29100100;;;BR 101 SUL KM 313;08/10/2019;2799019019;;segurancadopaciente@sejus.es.gov.br;E;;001;;728
-40,4684212027874;-20,4738723251662;"""""";PENITENCIARIA ESTADUAL DE VILA VELHA III PEVV III;S/N;7354673;;Vila Velha;Estadual;;XURI;320520;29100100;;;BR 101 SUL KM 313;16/10/2019;2799882187;;segurancadopaciente@sejus.es.gov.br;E;;001;;729
-40,3324199738796;-20,2848024626862;"""""";CENTRO MUNICIPAL DE ESPECIALIDADES SAO PEDRO;S/N;7160305;;Vitória;Municipal;;SAO PEDRO;320530;29031847;;;RODOVIA SERAFIM DERENZI;04/10/2019;27- 33323743/3700;;cmesp@correio1.vitoria.es.gov.br;M;;016;;730
-40,3966867944994;-18,7074343016323;"""""";UNIDADE BASICA DE SAUDE DA FAMILIA MATHEUS BELLUCIO;26;9862927;;Nova Venécia;Municipal;;MARGARETH;320390;29830000;;;RUA IBIRACU;31/07/2019;(27) 3772-6867;;"""""";M;;001;;731
-40,6310003775325;-19,5389991497299;"""""";US2 PONTE DO PANCAS;S/N;3182878;;Colatina;Municipal;;PONTE DO PANCAS;320150;29702120;;;RUA GUMERCINDO SILVA;25/06/2019;(27)3743-5069;;saude.ecaa@uol.com.br;M;;001;;732
-40,340144875922;-20,3218300915605;"""""";PROVIV;585;9460667;;Vitória;Estadual;;CENTRO;320530;29010425;;;AVENIDA GETULIO VARGAS;27/08/2019;2736366296;;felipe.tolomei@proviv.es.gov.br;E;;016;;733
-40,27651593458;-19,8236345908836;"""""";CENTRO DE HEMODIALISE DE ARACRUZ;3449;9957324;;Aracruz;Municipal;;GUAXINDIBA;320060;29194727;;;AV VENANCIO FLORES;05/11/2019;27 32707411;;"""""";M;;010;;734
-40,2763077747608;-19,8070023914995;"""""";FARMACIA PROGRAMAS;S/N;9784136;;Aracruz;Municipal;;GUAXINDIBA;320060;29199524;;;AV CORONEL VENANCIO FLORES;29/08/2019;27 3270-7411;;"""""";M;;009;;735
-41,5083751918102;-20,2377385906344;"""""";LASPUMI LABORATORIO DE SAUDE PUBLICA MUNICIPAL DE IBATIBA;S/N;9455256;;Ibatiba;Municipal;;NOVO HORIZONTE;320245;29395000;;;RUA ORLY BARROS;20/08/2019;2835431476;;labibatiba@gmail.com;M;;018;;736
-40,3824258051336;-20,3301287337877;"""""";CAF CARIACICA;S/N;9742298;;Cariacica;Municipal;;RIO BRANCO;320130;29147712;;;RUA CURITIBA;03/09/2019;27 33466535;;"""""";M;;004;;737
-41,0170005329978;-19,0560011126543;"""""";SECRETARIA MUNICIPAL DE SAUDE;94;9555358;;Alto Rio Novo;Municipal;;SANTA BARBARA;320035;29760000;;;RUA MANOEL CLEMENTE BRUM;03/09/2019;2737461266;;saude@altorionovo.es.gov.br;M;;013;;738
-40,8909997735956;-18,7549994747892;"""""";EACS VILA LANDINHA VILA VICENTE;S/N;2445921;;Barra de São Francisco;Municipal;;CENTRO;320090;29800000;;;RUA CORONEL DJALMA BORGES;04/12/2019;(27)37567955;;"""""";M;;016;;739
-40,5184364749586;-20,368848727519;"""""";PENITENCIARIA DE SEGURANCA MEDIA II PSMEII;001;5601770;;Viana;Estadual;;RODOVIA;320510;29130085;;;RODOVIA BR 262 KM 21;03/10/2019;27 32552095;;segurancadopaciente@sejus.es.gov.br;E;;001;;740
-40,2769094368468;-20,2235360491231;"""""";ESF DE CARAPINA GRANDE;03;2486024;;Serra;Municipal;;CARAPINA GRANDE;320500;29160044;;;RUA SANTA MONICA;27/11/2019;(27) 3318 - 3772;;ubs.carapinagrande.sesa@serra.es.gov.br;M;;016;;741
-40,8169715057145;-21,0258679189235;"""""";AMA MARATAIZES;28;9442928;;Marataízes;Municipal;;CIDADE NOVA;320332;29345000;;;RUA CLODOMIRO FARIA;02/07/2019;"""""";;"""""";M;;003;;742
-40,8339997660476;-21,0109987898425;"""""";PROGRAMA SAUDE DA MULHER CASA ROSA;135;9600965;;Itapemirim;Municipal;;CENTRO;320280;29330000;;;RUA MEUQUIDEX FELIX SOUZA;30/08/2019;"""""";;simoneteixeirarl@gmail.com;M;;016;;743
-40,5384889735189;-19,0149131294239;"""""";CASA DA MULHER;S/N;9328521;;São Gabriel da Palha;Municipal;;CENTRO;320470;29780000;;;AVENIDA DOUTOR FERNANDO SERRA;20/08/2019;2737271485;;"""""";M;;016;;744
-40,2092739529054;-18,5564371919825;"""""";USF HERMINIO RODRIGUES DA SILVA SANTA MARIA;S/N;2484145;;São Mateus;Municipal;;SANTA MARIA;320490;29932540;;;RUA BELARMINO MORAES;29/10/2019;(27)3771-3036;;"""""";M;;001;;745
-40,8339997660476;-21,0109987898425;"""""";CAPS1 CENTRO DE ATENCAO PSICOSSOCIAL ANTONIO HAUTEQUESTT FIL;S/N;9260447;;Itapemirim;Municipal;;CANDEUS;320280;29330000;;;ROD RAFAEL VALE DOS REIS;30/08/2019;28 3529-5190;;"""""";M;;017;;746
-41,6670001621547;-20,5409968490638;"""""";UNIDADE SANITARIA DE SANTA MARTA PSF;01;2447428;;Ibitirama;Municipal;;SANTA MARTA;320255;29540000;;;RUA PRINCIPAL;05/07/2019;(28)35691169;;ibitiramasaude@bol.com.br;M;;002;;747
-41,6670001621547;-20,5409968490638;"""""";POLICLINICA IBITIRAMA;01;2447479;;Ibitirama;Municipal;;CENTRO;320255;29540000;;;RUA OTAVIO SCHWARTZ;05/07/2019;(28)35691169;;ibitiramasaude@bol.com.br;M;;002;;748
-41,6670001621547;-20,5409968490638;"""""";SECRETARIA MUNICIPAL DE SAUDE DE IBITIRAMA;S/N;2569167;;Ibitirama;Municipal;;CENTRO;320255;29540000;;;RUA OTAVIO SCHWARTZ;01/07/2019;(28)35691423;;ibitiramasaude@bol.com.br;M;;002;;749
-40,5467627886389;-20,7321671638579;"""""";UNIDADE BASICA DE SAUDE THEREZA LOYOLA DE JESUS;S/N;2466287;;Guarapari;Municipal;;MEAIPE;320240;29208015;;;RUA DONARIO DE JESUS;05/08/2019;(27) 3272-1703;;"""""";M;;001;;750
-40,6301127362182;-20,4559719515567;"""""";POSTO DE SAUDE DE BOM JESUS DEP MARIANO FERREIRA DE NAZARETH;S/N;2675129;;Marechal Floriano;Municipal;;BOM JESUS;320334;29255000;;;RUA PROJETADA;27/05/2019;027 32881961;;saudemf@hotmail.com;M;;016;;751
-40,3719659464413;-20,3005783596505;"""""";US BELA AURORA;S/N;2445123;;Cariacica;Municipal;;BELA AURORA;320130;29141517;;;RUA DA VITORIA;03/09/2019;27 33466561/33698597;;"""""";M;;001;;752
-40,3621832099373;-20,352430939835;"""""";US SOTELANDIA;S/N;2486105;;Cariacica;Municipal;;SOTELANDIA;320130;29140669;;;AVENIDA FERNANDO ANTONIO;03/09/2019;27 33466555/33263079;;"""""";M;;001;;753
-40,8773718051649;-20,4203108911591;"""""";U S F DE VICTOR HUGO GOVERNADOR MUN HENRIQUE KROHLING;S/N;2675145;;Marechal Floriano;Municipal;;VICTOR HUGO;320334;29255000;;;RUA PROJETADAS;27/05/2019;027 32882447;;saude@marechalfloriano.es.gov.br;M;;016;;754
-40,3739506415395;-18,1265777239036;"""""";UNIDADE SANITARIA DE MONTANHA;S/N;2484447;;Montanha;Municipal;;IRMA MARIA ZELIA PRU;320350;29890000;;;AV ANTONO PAULINO;03/09/2019;(27)37542958;;"""""";M;;001;;755
-41,3582041587666;-21,0678396286627;"""""";PSF PRATINHA CENTRO;S/N;2448114;;Mimoso do Sul;Municipal;;PRATINHA;320340;29400000;;;R DR JOSE MONTEIRO DA SILVA;30/07/2019;(28)35551333;;semus@dci.org.br;M;;016;;756
-41,4932352493979;-21,0759500696718;"""""";U S DE SANTO ANTONIO;S/N;2448017;;Mimoso do Sul;Municipal;;STO ANTONIO DO MUQUI;320340;29400000;;;RUA PRINCIPAL;07/11/2019;(28)35551333;;semus@dci.org.br;M;;016;;757
-41,3629785390661;-21,0650913567625;"""""";U S DR LINCON GALVEAS MARTINS MIMOSO DO SUL;S/N;2447983;;Mimoso do Sul;Municipal;;CENTRO;320340;29400000;;;RUA DR JOSE COELHO DOS SANTOS;17/09/2019;(28)35551337;;semus@dci.org.br;M;;016;;758
-40,3859998253564;-19,7580020446784;"""""";VIGILANCIA SANITARIA E AMBIENTAL DE JOAO NEIVA;150;7797176;;João Neiva;Municipal;;TRIANGULO;320313;29680000;;;FORTUNATO AFONSO TESSAROLO;01/07/2019;027 3258 4758;;vigisanitariajn@hotmail.com;M;;021;;759
-40,7453994687268;-20,0290085276544;"""""";SAMU 192 ESPIRITO SANTO B 92;105;7780761;;Santa Maria de Jetibá;Estadual;;CENTRO;320455;29645000;;;RUA HARNANN ROELKE;26/08/2019;(27) 32631660;;"""""";E;;003;;760
-40,3595920491662;-20,336884872836;"""""";VIGILANCIA AMBIENTAL;38;4044568;;Cariacica;Municipal;;JARDIM AMERICA;320130;29140490;;;AVENIDA BRASIL;03/09/2019;( );;"""""";M;;021;;761
-41,2520949604017;-20,3603363458206;"""""";UNIDADE SANITARIA DR NILZIO JOSE DA SILVA;300;2630060;;Conceição do Castelo;Municipal;;PEDRO RIGO;320170;29370000;;;RUA JOSE OLIVEIRA DE SOUZA;14/11/2019;(28)35471913;;saude@conceicaodocastelo.es.gov.br;M;;016;;762
-40,6557335836135;-19,737081986899;"""""";UNIDADE DE SAUDE ETHEVALDO FRANCISCO ROLDI;107;2569191;;São Roque do Canaã;Municipal;;CINCO CASINHAS;320495;29665000;;;OLIVIO PERINI;05/11/2019;(27) 3729-1775;;saude@saoroquedocanaa.es.gov.br;M;;001;;763
-40,2884130349126;-20,3519698497578;"""""";CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL DE VILA VELHA;30;9473963;;Vila Velha;Municipal;;ITAPUA;320520;29101598;;;TRAVESSA HUMBERTO SERRANO;23/09/2019;27 31399047;;"""""";M;;017;;764
-40,826528403156;-21,0210055564759;"""""";CENTRO DE DETENCAO PROVISORIA DE MARATAIZES CDPM;S/N;9902880;;Marataízes;Estadual;;ROSA MEIRELES;320332;29345000;;;RUA ESPINHA DE PEIXE;09/10/2019;28 35328850;;enfermagem.cdpm@sejus.es.gov.br;E;;001;;765
-40,3034738089852;-20,1225224221738;"""""";AMBULATORIO MUNICIPAL DE ESPECIALIDADES AMES;S/N;2485826;;Serra;Municipal;;JARDIM LIMOEIRO;320500;29164042;;;RUA SAO PEDRO;20/08/2019;(27) 3241- 2368;;cra.sesa@serra.es.gov.br;M;;016;;766
-40,3831132799067;-20,2714360441293;"""""";HOSPITAL DR PEDRO FONTES;S/N;2546973;;Cariacica;Estadual;;ITANHENGA;320130;29157405;;;ESTRADA DO CAJUEIRO;29/08/2019;(27) 32843017;;hpf@saude.es.gov.br;E;;006;;767
-40,42053182392;-20,3577118357663;"""""";CENTRAL DE DISTRIBUICAO DE MEDICAMENTOS;75;9848517;;Viana;Municipal;;GUARITAS;320510;29132690;;;BR 101 262;05/09/2019;27;;"""""";M;;009;;768
-40,0614420358298;-19,3988391490752;"""""";HOSPITAL GERAL DE LINHARES HGL;800;2465825;;Linhares;Municipal;;ARACA;320320;29900070;;;RUA MONSENHOR PEDRINHA;30/10/2019;(27)3372/1965;;hgl.direcao@linhares.es.gov;M;;006;;769
-39,8862075505932;-18,7198694105888;"""""";VIGILANCIA EM SAUDE AMBIENTAL;S/N;9348026;;São Mateus;Municipal;;SANTO ANTONIO;320490;29930245;;;AV DOM JOSE DALVIT;01/09/2019;27 37678545;;pesms.saudesm@gmail.com;M;;021;;770
-40,715310734903;-18,1847730856402;"""""";PSF COTAXE MURITIBA SANTA LUZIA;S/N;2654725;;Ecoporanga;Municipal;;DISTRITO;320210;29850000;;;RUA PRINCIPAL COTAXE;24/10/2019;(27)37551399;;sms.ecoporanga@saude.es.gov.br;M;;001;;771
-40,7055152538555;-18,2837232630334;"""""";PSF IMBURANA SAO GERALDO RIBEIRAOZINHO;S/N;2484757;;Ecoporanga;Municipal;;DISTRITO DE IMBURAMA;320210;29850000;;;RUA DA FACA;02/09/2019;(27)37551399;;sms.ecoporanga@saude.es.gov.br;M;;001;;772
-41,0029168657879;-18,3366945300354;"""""";PSF PRATA P BRANCO BARBOSA BONFIM SANTA RITA;S/N;2630168;;Ecoporanga;Municipal;;DISTRITO;320210;29850000;;;RUA PRINCIPAL PRATA DOS BAIANOS;02/09/2019;(27)37551399;;sms.ecoporanga@saude.es.gov.br;M;;001;;773
-41,6770997333067;-20,766852899358;"""""";CENTRO INTEGRADO A SAUDE DR PAULO CESAR ANTUNES;S/N;2447843;;Guaçui;Municipal;;QUINCAS MACHADO;320230;29560000;;;RUA ANGEL MARTINEZ GONZALES;26/11/2019;2835531217;;saude@guacui.com.br;M;;016;;774
-40,5381341055949;-19,0150606441205;"""""";SECRETARIA MUNICIPAL DE SAUDE;221;9749799;;São Gabriel da Palha;Municipal;;JARDIM DE INFANCIA;320470;29780000;;;RUA DR FERNANDO SERRA;06/09/2019;"""""";;"""""";M;;016;;775
-40,5996754467912;-18,6219651999281;"""""";CENTRO DE SAUDE DE VILA PAVAO;S/N;2484862;;Vila Pavão;Municipal;;ONDINA;320515;29843000;;;RUA LEOPOLDO RAMLOW;22/11/2019;2737531053;;sms.vpavao@saude.es.gov.br;M;;001;;776
-40,6762578847654;-20,6858700250864;"""""";UNIDADE ESF ESB DE JABAQUARA;S/N;8009880;;Anchieta;Municipal;;JABAQUARA;320040;29230000;;;RUA PROJETADA;16/09/2019;(28) 35367036;;css.anchieta@gmail.com;M;;016;;777
-40,538349320598;-19,0159442917146;"""""";VIGILANCIA EM SAUDE;221;2448904;;São Gabriel da Palha;Municipal;;CENTRO;320470;29780000;;;AV DOUTOR FERNANDO SERRA;06/09/2019;(27)3727-1485;;visa_sgp@yahoo.com.br;M;;021;;778
-40,5382632973923;-19,0038018426947;"""""";PSF BOA VISTA E SANTA HELENA;S/N;2630087;;São Gabriel da Palha;Municipal;;SANTA HELENA;320470;29780000;;;ROTARY CLUBE;22/10/2019;(27)3727-1485;;sms.sgpalha@saude.es.gov.br;M;;016;;779
-40,6983324892818;-20,5799673982138;"""""";ESF SAGRADA FAMILIA;01;2403080;;Alfredo Chaves;Municipal;;ZONA RURAL;320030;29240000;;;SAGRADA FAMILIA;04/09/2019;(27)32691097;;"""""";M;;001;;780
-40,6557870577561;-19,7376416019939;"""""";UNIDADE DE SAUDE ETHEVALDO FRANCISCO ROLDI SUBSOLO;107;9381457;;São Roque do Canaã;Municipal;;CINCO CASINHAS;320495;29665000;;;RUA OLIVIO PERINI;05/11/2019;(27) 3729-1775;;saude@saoroquedocanaa.es.gov.br;M;;001;;781
-40,8289285895692;-18,3758735295376;"""""";SECRETARIA MUNICIPAL SAUDE ECOPORANGA;1279;9476725;;Ecoporanga;Municipal;;CENTRO;320210;29850000;;;AV FLORIANO RUBIM;02/09/2019;"""""";;"""""";M;;002;;782
-40,3409390684753;-20,4428670107594;"""""";UNIDADE DE SAUDE DA FAMILIA DE ULISSES GUIMARAES;001;3346501;;Vila Velha;Municipal;;ULISSES GUIMARAES;320520;29100100;;;RUA RUI BARBOSA;08/10/2019;(27)32447523;;usulisses@vilavelha.es.gov.br;M;;001;;783
-40,8909997735956;-18,7549994747892;"""""";UNIDADE DE SAUDE ALVINO CAMPOS;83;2445859;;Barra de São Francisco;Municipal;;CENTRO;320090;29800000;;;RUA CORONEL DJALMA BORGES;25/10/2019;(27)37567955;;semusbsf@hotmail.com;M;;016;;784
-41,1849999207017;-20,6040020089372;"""""";FARMACIA CIDADA MUNICIPAL DE CASTELO;574;9368671;;Castelo;Municipal;;CENTRO;320140;29360000;;;AVENIDA NOSSA SENHORA DA PENHA;21/08/2019;"""""";;farmacia@castelo.es.gov.br;M;;009;;785
-41,1980000982693;-20,9140031420908;"""""";UNIDADE DE SAUDE DA FAMILIA FLECHEIRAS MARIA ISABEL CORREA;S/N;2485435;;Atílio Vivacqua;Municipal;;ZONA RURAL;320070;29490000;;;FLECHEIRAS;31/10/2019;(28)35381509;;saude@pmav.es.gov.br;M;;001;;786
-41,1942390811601;-20,9170948869737;"""""";UNIDADE BASICA DE SAUDE INDEPENDENCIA ANTONIO MOURA MARTINS;S/N;2485508;;Atílio Vivacqua;Municipal;;ZONA RURAL;320070;29490000;;;INDEPENDENCIA;24/10/2019;(28)35381509;;saude@pmav.es.gov.br;M;;008;;787
-40,8116340564138;-20,795175309806;"""""";VISAI VIGILANCIA EM SAUDE DE ICONHA;65;9367160;;Iconha;Municipal;;CENTRO;320260;29280000;;;RUA MUNIZ FREIRE;04/12/2018;"""""";;sms.iconha@saude.es.gov.br;M;;021;;788
-40,8116988815957;-20,794732034516;"""""";CASMI CENTRO DE ATENCAO EM SAUDE MENTAL DE ICONHA;65;9365532;;Iconha;Municipal;;CENTRO;320260;29280000;;;RUA MUNIZ FREIRE;04/12/2018;2835371472;;sms.iconha@saude.es.gov.br;M;;016;;789
-41,0116836680965;-20,6720565165205;"""""";CENTRAL MUNICIPAL DE REGULACAO E AGENDAMENTO VARGEM ALTA;210;9235973;;Vargem Alta;Municipal;;CENTRO;320503;29295000;;;RUA PADRE ANTONIO MARIA;30/10/2019;2835281839;;cra.valta@hotmail.com;M;;003;;790
-40,7417192617425;-20,0323600628465;"""""";POLICLINICA MUNICIPAL DR JOSE CARLOS HESBEST;S/N;9077391;;Santa Maria de Jetibá;Municipal;;CENTRO;320455;29645000;;;RUA HERMANN MIERTISCHINK;21/08/2019;2732631160;;sms.smjetiba@saude.es.gov.br;M;;016;;791
-40,8441768668944;-19,2219638580079;"""""";FARMACIA BASICA ARNALDOMAR MAGESTE;S/N;9208704;;Pancas;Municipal;;OPERARIO;320400;29750000;;;RUA ESPIRITO SANTO;29/08/2019;2737261556;;saude.pmpancas@gmail.com;M;;009;;792
